y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x0,diff
0,-2.459245558708684,-23.872403675660404,23.10946771217229,-10.08537631474073,3.558964404323989,-16.846732022646822,6.959712419203323,-2.7163489735751947,20.822076069021563,5.216192296004935,-24.622768156070805,-16.70781114634508,14.242801084310742,-14.483218516222768,-16.551491685600062,-5.6677634704871025,-14.19721605451809,17.28942470231055,11.581321824098618,2.234318265194424,-14.161736184267737,12.591399322855429,16.807440665503968,14.952281028472974,-23.3137898522524,19.267184174465868,12.985890719960214,21.007444547840176,-7.008578133586729,13.290349722696353,23.221789213752807,23.221789213752807
1,-9.938676222406334,-2.3884247851631066,4.00804431940816,-21.893343506278036,14.59447313260071,-2.1142848637454414,18.031700353347585,17.317065282256667,1.162873684542498,-3.531820492484372,-6.774897797597185,-23.050392467163732,16.578503465196675,-17.233155241497794,15.532377532020048,-11.715327920206736,21.60569467863165,-7.042245846067585,-24.379546734320755,-1.2344933325104501,-3.3696816593584034,10.316093959527633,-13.573936076625687,20.81002327558871,22.609019042710916,-1.7828505957591834,-4.897291175814661,0.14377216892646483,18.709151197794306,11.777288691476844,39.2757120670294,38.2757120670294
2,-17.521030556196095,-23.056285840195915,-22.502475345255007,-13.599877283230766,6.4190995254596315,8.236399644582715,-18.652088303329595,21.332630857366823,21.452308882568126,8.095737701641259,-3.737598006119441,-12.547589966842704,22.946471643301187,20.259641371278388,10.521377106332785,24.30601320942119,13.2883663226537,21.685248980252425,-13.71071444628042,-11.70872918481506,11.458318259768546,16.73106226273846,-8.124303072531768,21.77931930120463,-10.587078633229547,-7.71623183977831,-2.9593252703730255,19.82647603040292,19.912135568314188,-13.244261036146343,90.58301788296296,88.58301788296296
3,-22.337863937922677,22.569372238579565,-24.653539553415122,10.980231727561485,5.012475387560173,-3.7284624768297805,-20.976089594525284,-7.844651362440935,5.475954670152506,-14.123001403509328,17.445127058869346,22.06934518507284,23.769605901629742,-16.072296935689177,-4.180554465064884,24.75149214474651,21.248314771680306,-23.581536299414303,6.840331832569668,-5.277569362281276,14.753461805318896,8.455456738499889,9.655659673822537,24.67356617467123,-14.473612329141622,16.37034781286197,6.708474630252454,-8.279038343279371,-9.416878398397222,13.203644944018295,82.03776823595643,79.03776823595643
4,-7.842425049440732,21.034716117145592,-10.611828035277737,24.653399593471924,-10.648634267038638,-15.951797295047864,7.076758004261369,-24.782485611124415,3.6641342611465677,12.628486551089468,-21.075685263981743,1.9388698471103694,2.954207401303094,-11.618731397550869,22.090844277143866,20.353707371848373,6.716270197799429,-18.7161304764827,-8.11476940519138,-10.556862422535717,4.419786680097087,4.467679890543719,17.576011763082228,3.4635086013684147,2.109757901542042,17.319923645341888,11.243278120272016,-2.588182192157457,-16.779724988693978,24.650136908657405,53.07422072870163,49.07422072870163
5,-10.587395539992727,7.0160619056507665,13.259158302542417,-18.005609916912118,10.851666913952634,6.100948639945825,0.09074963629833732,22.731306015056262,4.438608926867415,-20.343110538406677,20.406040397916573,23.659615555924855,13.75538835166455,22.037028411679522,2.9585197182810052,-6.3525073693312395,-15.995846530811919,10.121261912480028,-1.7924258968284978,7.86778534883984,-7.839936924773994,-7.465914381512251,-22.596710694844923,16.75810483797065,-9.209733339260918,9.04980490258876,-12.738608048430255,-10.585360740009964,12.277961405426307,-3.8678809197418507,60.99897034222843,55.99897034222843
6,3.0750850617277505,4.816539246940865,5.9552345843750185,-5.276926767315876,-14.177996271604082,17.26753113161695,-20.131278603697254,4.602360636162412,-19.415978763290415,-20.781113668461483,4.614891807238674,15.07872722492236,5.703070704656393,13.512867009314157,-6.745572098610109,-7.880269099915916,1.7542353698983604,20.947008317894493,0.9061441799397274,15.054010907823901,-24.476817726212317,14.78033021804136,-16.78363564123427,-0.10624803283804662,21.742130598434343,15.312065351663179,12.19249273678608,-21.770148503588526,8.172174808965032,4.868105741187673,38.80902046082045,32.80902046082045
7,-15.977328903511873,-11.484592552682765,-21.614554916421056,20.426651813250324,5.180891473571081,-16.62884506317301,-23.931271914275282,-10.113549120939542,-9.08478249960593,10.111054377278988,-17.54072426695884,20.357648568984487,-16.772741199633533,-1.2000101686561016,-24.912811009445672,7.470448537125396,8.070149384685932,13.667830963241157,-16.50243914905633,-18.924075797792835,19.098189321132793,-5.746790770057081,-1.1634303390051337,-10.242261349782266,-11.924519958986563,10.687152820340561,-11.150150424714283,-1.5088563342546324,16.242106445035947,-3.1496183526374013,-111.26123038694347,-118.26123038694347
8,-12.417420193248208,11.586633016773545,-8.63305902923493,19.325680965357627,19.281946884302414,-1.9504033016661482,9.40854323007847,23.22471152509719,19.363052970834822,9.836511439602363,4.956096849749142,21.98218026437322,-21.797883039870587,17.077282544570878,8.797937188424603,-17.764033579924266,-1.226154013756231,8.859777568852595,18.168245995271793,11.353329264851897,20.098623422763044,-0.16489628533901124,-22.93226967168379,-21.00119509585975,6.362498215721136,-16.02236802277382,-21.511752148959644,-6.325394713561311,13.97717649050912,-5.210860130770156,94.70253861048602,86.70253861048602
9,10.733674806322302,-19.463568242340823,13.256329121113918,-24.12562181924653,12.319892690613798,9.823079267127643,9.630945802033896,-6.263278356020208,16.084734053597877,24.197289993689736,-11.434996323197888,1.7055965413960095,10.488360292482696,24.27628020925213,16.07637678532346,-15.892756140320719,1.819732424443521,-18.38268856490588,-15.538465742803032,14.438478750722117,-23.368450805018636,18.89781629470022,-1.6484229184424937,24.700359460072157,-6.486596421759744,6.887177651719706,5.312979240042709,-22.07627933194901,20.71874252370543,-1.3744037136672937,84.31231752868709,75.31231752868709
