y,x1,x2,x3,x4,x5,x0,diff
0.0,0.0,3.2768163614019663,0.5849211547224239,3.849158566560467,3.4906585039886586,4.205058822056166,4.205058822056166
0.1,0.006289474781961547,4.63534291430566,4.352316549117391,2.9434741979580044,2.4843425388748113,-3.8630745328494043,-3.9630745328494044
0.2,0.012578949563923095,4.654211338651545,0.6289474781961547,2.2327635475963494,3.3145532100937354,6.9865791505809804,6.78657915058098
0.30000000000000004,0.018868424345884642,4.1510533560946214,3.5346848274623897,3.685632222229467,2.1069740519571183,10.279593750151218,9.979593750151217
0.4,0.02515789912784619,2.584974135386196,4.585027116049968,5.899527345479932,4.1887902047863905,-4.9908150818747545,-5.390815081874755
0.5,0.03144737390980774,4.264263902169929,5.81147469853247,6.182553710668201,0.44026323473730833,-6.330290533760232,-6.830290533760232
0.6000000000000001,0.037736848691769284,3.9372112135079287,2.4717635893108882,3.7862638187408515,4.71710608647116,5.185690387225179,4.5856903872251795
0.7000000000000001,0.04402632347373083,3.2265005631462738,4.30829022564366,1.3145002294299635,1.3270791789938865,9.163170435470333,8.463170435470333
0.8,0.05031579825569238,5.402658837704969,4.641632389087622,1.9245792832802335,1.2327370572644634,-9.19311408520546,-9.99311408520546
0.9,0.056605273037653926,0.8553685703467704,1.6604213424378484,0.7673159233993088,5.050448249915123,-7.755176939947409,-8.65517693994741
1.0,0.06289474781961547,5.100764048170815,1.0817896624973862,3.792553293522813,2.4466056901830417,-1.5745818651154142,-2.574581865115414
1.1,0.06918422260157703,0.4780000834290776,1.9748950815359259,5.0001324516594305,0.6603948521059625,2.806041943918295,1.706041943918295
1.2000000000000002,0.07547369738353857,4.000105961327544,5.471843060306546,5.408948312486931,6.107080013284662,-2.145843845154494,-3.3458438451544943
1.3,0.08176317216550011,6.119658962848586,6.182553710668201,0.24528951649650035,0.5912106295043854,-0.12153413879794961,-1.4215341387979497
1.4000000000000001,0.08805264694746166,5.899527345479932,0.44026323473730833,1.2956318050840787,4.327158649989545,11.399724747190714,9.999724747190713
1.5,0.09434212172942322,5.654237828983431,0.056605273037653926,1.1069475616252324,5.239132493373969,8.453380586720538,6.953380586720538
1.6,0.10063159651138476,1.7610529389492333,2.2705003962881185,1.8742634850245412,0.6100790538502701,-7.6560422098025995,-9.2560422098026
