y,x1,x0,diff
0,0.0,0.0,0.0
1,0.06346651825433926,1.634239196565645,0.6342391965656451
2,0.12693303650867852,3.2659245357374926,1.2659245357374926
3,0.1903995547630178,4.892512443604102,1.8925124436041019
4,0.25386607301735703,6.511479871810792,2.511479871810792
5,0.3173325912716963,8.120334456984871,3.120334456984871
6,0.3807991095260356,9.716624556603275,3.716624556603275
7,0.4442656277803748,11.297949120891715,4.297949120891715
8,0.5077321460347141,12.861967361004687,4.861967361004687
9,0.5711986642890533,14.406408174555976,5.406408174555976
10,0.6346651825433925,15.929079290546404,5.9290792905464045
11,0.6981317007977318,17.427876096865393,6.427876096865393
12,0.7615982190520711,18.90079011482112,6.90079011482112
13,0.8250647373064104,20.345917086575334,7.345917086575334
14,0.8885312555607496,21.761464642917566,7.761464642917566
15,0.9519977738150889,23.145759520503358,8.145759520503358
16,1.0154642920694281,24.497254299495143,8.497254299495143
17,1.0789308103237674,25.814533634475822,8.814533634475822
18,1.1423973285781066,27.096319953545184,9.096319953545184
19,1.2058638468324459,28.341478602651065,9.341478602651065
20,1.269330365086785,29.54902241444074,9.549022414440739
21,1.3327968833411243,30.718115683235418,9.718115683235418
22,1.3962634015954636,31.84807753012208,9.84807753012208
23,1.4597299198498028,32.93838464461254,9.93838464461254
24,1.5231964381041423,33.988673391830076,9.988673391830076
25,1.5866629563584815,34.99874127673875,9.998741276738748
26,1.6501294746128208,35.968547759519424,9.968547759519424
27,1.71359599286716,36.898214418809324,9.898214418809324
28,1.7770625111214993,37.78802446214779,9.788024462147789
29,1.8405290293758385,38.63842158559942,9.638421585599417
30,1.9039955476301778,39.450008187146686,9.450008187146686
31,1.967462065884517,40.223542941045814,9.223542941045814
32,2.0309285841388562,40.95993774291336,8.959937742913361
33,2.0943951023931957,41.66025403784438,8.660254037844382
34,2.1578616206475347,42.325698546347716,8.325698546347716
35,2.221328138901874,42.957618405308324,7.957618405308324
36,2.284794657156213,43.55749574354258,7.557495743542582
37,2.3482611754105527,44.126941713788625,7.126941713788625
38,2.4117276936648917,44.66769000516292,6.6676900051629175
39,2.475194211919231,45.18158986220605,6.181589862206053
40,2.53866073017357,45.67059863862771,5.670598638627709
41,2.6021272484279097,46.13677391573406,5.136773915734061
42,2.6655937666822487,46.582265217274106,4.582265217274106
43,2.729060284936588,47.009305354066136,4.009305354066136
44,2.792526803190927,47.420201433256686,3.420201433256686
45,2.8559933214452666,47.8173255684143,2.8173255684142973
46,2.9194598396996057,48.20310532786541,2.2031053278654085
47,2.982926357953945,48.5800139597335,1.580013959733499
48,3.0463928762082846,48.95056043304182,0.9505604330418223
49,3.1098593944626236,49.317279334980675,0.3172793349806753
50,3.173325912716963,49.682720665019325,-0.3172793349806753
51,3.236792430971302,50.04943956695817,-0.9505604330418294
52,3.3002589492256416,50.4199860402665,-1.580013959733499
53,3.3637254674799806,50.79689467213459,-2.2031053278654085
54,3.42719198573432,51.1826744315857,-2.8173255684142973
55,3.490658503988659,51.579798566743314,-3.420201433256686
56,3.5541250222429985,51.990694645933864,-4.009305354066136
57,3.6175915404973376,52.417734782725894,-4.582265217274106
58,3.681058058751677,52.86322608426593,-5.136773915734068
59,3.744524577006016,53.32940136137229,-5.670598638627709
60,3.8079910952603555,53.81841013779395,-6.181589862206053
61,3.8714576135146945,54.33230999483708,-6.6676900051629175
62,3.934924131769034,54.87305828621137,-7.126941713788632
63,3.998390650023373,55.44250425645742,-7.557495743542582
64,4.0618571682777125,56.042381594691676,-7.957618405308324
65,4.1253236865320515,56.67430145365229,-8.32569854634771
66,4.188790204786391,57.33974596215561,-8.660254037844389
67,4.25225672304073,58.04006225708664,-8.959937742913361
68,4.3157232412950695,58.776457058954186,-9.223542941045814
69,4.3791897595494085,59.54999181285332,-9.450008187146679
70,4.442656277803748,60.36157841440058,-9.638421585599417
71,4.506122796058087,61.21197553785221,-9.788024462147789
72,4.569589314312426,62.101785581190676,-9.898214418809324
73,4.6330558325667655,63.031452240480576,-9.968547759519424
74,4.696522350821105,64.00125872326124,-9.998741276738755
75,4.759988869075444,65.01132660816992,-9.988673391830076
76,4.823455387329783,66.06161535538746,-9.93838464461254
77,4.886921905584122,67.15192246987792,-9.848077530122083
78,4.950388423838462,68.28188431676459,-9.71811568323541
79,5.013854942092801,69.45097758555926,-9.549022414440742
80,5.07732146034714,70.65852139734893,-9.341478602651065
81,5.14078797860148,71.90368004645482,-9.096319953545176
82,5.204254496855819,73.18546636552418,-8.814533634475822
83,5.267721015110158,74.50274570050486,-8.49725429949514
84,5.331187533364497,75.85424047949664,-8.145759520503361
85,5.394654051618837,77.23853535708244,-7.761464642917559
86,5.458120569873176,78.65408291342467,-7.3459170865753265
87,5.521587088127515,80.09920988517888,-6.90079011482112
88,5.585053606381854,81.57212390313461,-6.42787609686539
89,5.648520124636194,83.0709207094536,-5.929079290546397
90,5.711986642890533,84.59359182544402,-5.4064081745559776
91,5.775453161144872,86.13803263899531,-4.861967361004687
92,5.838919679399211,87.70205087910828,-4.297949120891715
93,5.902386197653551,89.28337544339672,-3.7166245566032785
94,5.96585271590789,90.87966554301514,-3.120334456984864
95,6.029319234162229,92.48852012818921,-2.511479871810792
96,6.092785752416569,94.10748755639591,-1.8925124436040903
97,6.156252270670908,95.7340754642625,-1.265924535737497
98,6.219718788925247,97.36576080343436,-0.6342391965656446
99,6.283185307179586,99.0,0.0
