y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x0,diff
0.0,0.0,3.9286403180804856,4.000275794129938,5.492053163791338,2.795668710035202,5.478228773676531,0.6503747167647637,2.751053632846508,3.0369671556754616,5.6076753356606295,3.8764846644655333,3.2429140688560505,3.2429140688560505
0.01,0.0006283813688548441,2.94333833171609,6.05005581933444,4.873097515469317,0.9224638494789112,1.1090931160288,1.1260594129878807,5.543580436037435,4.401183107459328,1.5068585225139162,4.487899736361297,-9.620347167379686,-9.630347167379686
0.02,0.0012567627377096883,1.087728149487735,3.717504178145258,0.6861924547894898,4.3817032850248285,1.8920563016219356,5.233160039823142,4.591582662222346,0.7571995494700872,2.281024368943084,0.5831379102972953,-7.654521616907165,-7.674521616907165
0.03,0.0018851441065645324,2.979784451109671,0.42792771219014886,4.169310382351891,3.988336548121696,2.6310327913952323,3.442901519955691,0.48448203538708484,0.5234416802560852,1.71359599286716,4.852360930297107,9.31501481350582,9.285014813505821
0.04,0.0025135254754193766,2.8409121685927503,3.4303338925785942,1.7934004267117252,5.655432319693597,2.15597647654097,0.3242447863290996,5.787392407153114,1.4195135122430929,2.4852483138209087,5.431100171012418,7.4764763825835105,7.4364763825835105
0.05,0.0031419068442742207,3.9839378785397117,2.7604793533793304,0.2871702855666638,4.0995600504090035,1.1417689472092518,2.435606185681376,2.774303743494137,5.941345842522551,6.079589743670617,1.3924931133823346,-9.323510851448935,-9.373510851448936
0.06,0.003770288213129065,0.3619476684603902,4.428831887688942,1.5074869038827712,6.264962247482796,2.7120939879775072,4.007187989187341,0.2450687338533892,1.9297591837532264,3.6069090572268054,2.7585942092727658,9.5156274266845,9.455627426684499
0.07,0.004398669581983909,3.2688398807828993,4.485386210885878,2.6304044100263777,3.8557480792933236,4.6261436375093625,3.5289897674888047,1.7802044179657734,1.1021809209713966,5.047787536010963,3.9374376572444536,9.356722584867127,9.286722584867126
0.08,0.005027050950838753,3.9983906500233735,0.5504620791168434,5.603276666078645,5.12130815616698,2.6718775803707975,1.0858430053811707,4.969239864904107,1.455331250267819,4.122181779687778,3.9606877678920824,-9.82734136684958,-9.90734136684958
0.09,0.005655432319693597,0.27585942092727656,0.5831379102972953,5.84771701856318,0.9318895700117339,1.1379986589961228,6.186414576375941,1.9385565229171942,5.053442968330657,1.0688767084220898,1.3698713841035601,-9.796179236441207,-9.886179236441206
0.1,0.006283813688548441,1.7280487643508213,5.235673565298561,4.940962703305639,4.609177340550282,0.5498336977479886,1.04814012324988,0.9771330285692826,5.414762255422192,1.822305969679048,1.1518230491109294,-9.301146475378005,-9.401146475378004
0.11,0.006912195057403286,4.704691308616218,5.2526398622576425,2.795668710035202,4.723542749681863,4.31446647855736,4.530001288074572,6.223489077138376,1.1480527608978002,4.729826563370412,5.748432762284114,0.4142680254859499,0.3042680254859499
0.12,0.00754057642625813,3.3128265766027383,5.749061143652969,5.347525448954723,3.099805292560946,1.3943782574888992,0.09300044259051693,3.705564932137016,2.6297760286575227,3.4403879944802718,4.157999517712503,9.931252486785056,9.811252486785056
0.13,0.008168957795112973,3.552239878136434,2.3777950997467303,4.5532513987222005,3.8387817823342427,3.865173799826146,5.96459595317018,0.6648274882484251,0.8508283734294589,4.840421684288865,4.8083742344772675,9.541102617617433,9.411102617617432
0.14,0.008797339163967818,2.5128970940505218,4.93844917783022,1.1273161757255903,5.203626115486965,2.1069627297702924,0.017594678327935636,4.001532556867647,1.862522377285758,0.03895964486900034,4.102701957253277,4.420022599702493,4.280022599702494
0.15,0.009425720532822663,3.7910247983012746,3.3279077294552546,3.8004505188340976,5.055956493806076,0.8489432293228945,3.9217281230230823,2.8308580666910728,1.382439011480657,0.7433751593552806,0.8809906791344915,-1.3825326197533454,-1.5325326197533453
0.16,0.010054101901677506,0.3657179566735193,2.2489769191314872,6.146826550138085,0.4939077559199075,3.745152958374871,4.686468248919428,4.726684656526138,0.24004168290255046,5.759115245554646,5.7157569311036625,3.460365082943829,3.300365082943829
